Ordem,Produto*,Empresa*,No de Série/ Lote*,"Quantidade Roubada/ Furtada/ Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade*,UF*
4581,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094508,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4582,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094509,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4583,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094510,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4584,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094511,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4585,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094512,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4586,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094513,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4587,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094514,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4588,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094515,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4589,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094517,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4590,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094519,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4591,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094520,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4592,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094521,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4593,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094522,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4594,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094523,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4595,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094524,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4596,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094525,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4597,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094526,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4598,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094527,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4599,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094528,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4600,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094529,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4601,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094530,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4602,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094531,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4603,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094532,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4604,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094533,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4605,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094534,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4606,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094535,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4607,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094536,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4608,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094537,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4609,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094538,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4610,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094543,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
Ordem,Produto*,Empresa*,No de Série/ Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade*,UF*
4611,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094544,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4612,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094545,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4613,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094546,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4614,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094549,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4615,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094550,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4616,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094561,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4617,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094562,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4618,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094564,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4619,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094565,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4620,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094571,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4621,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094572,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4622,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094573,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4623,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094574,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4624,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094579,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4625,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094580,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4626,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094581,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4627,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094582,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4628,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094583,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4629,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094584,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4630,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094585,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4631,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094586,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4632,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094587,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4633,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094588,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4634,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094589,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4635,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094590,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4636,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094601,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4637,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094602,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4638,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094604,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4639,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094605,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4640,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094606,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4641,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094623,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4642,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094624,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4643,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094625,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4644,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094626,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4645,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094654,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4646,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094655,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4647,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094656,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4648,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094657,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4649,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094658,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4650,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094659,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4651,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094660,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
Ordem,Produto*,Empresa*,No de Série/ Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade*,UF*
4652,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094661,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4653,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094663,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4654,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094664,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4655,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094665,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4656,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094666,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4657,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094667,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4658,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094668,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4659,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094696,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4660,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094697,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4661,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094698,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4662,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094699,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4663,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094700,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4664,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094713,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4665,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094714,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4666,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094715,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4667,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094716,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4668,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094717,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4669,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094718,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4670,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094719,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4671,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094720,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4672,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094737,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4673,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094741,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4674,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094742,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4675,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094743,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4676,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094744,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4677,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094746,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4678,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094761,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4679,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094762,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4680,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094763,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4681,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094764,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4682,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094773,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4683,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094774,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4684,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094775,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4685,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094776,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4686,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094777,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4687,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094778,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4688,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094779,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4689,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094780,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4690,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094781,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4691,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094782,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4692,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094783,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
Ordem,Produto*,Empresa*,No de Série/ Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade*,UF*
4693,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094784,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4694,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094785,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4695,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094786,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4696,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094787,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4697,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094788,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4698,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094789,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4699,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094790,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4700,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094791,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4701,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094792,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4702,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094793,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4703,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094794,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4704,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094795,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4705,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094796,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4706,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094799,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4707,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094800,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4708,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094801,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4709,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094802,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4710,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094803,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4711,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094804,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4712,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094805,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4713,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094806,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4714,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094807,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4715,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094809,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4716,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094810,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4717,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094811,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4718,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094812,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4719,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094813,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4720,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094814,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4721,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094815,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4722,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094816,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4723,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094817,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4724,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094818,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4725,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094819,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4726,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094820,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4727,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094822,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4728,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094823,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4729,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094824,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4730,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094839,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4731,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094840,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4732,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094841,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4733,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094842,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
Ordem,Produto*,Empresa*,No de Série/ Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade*,UF*
4734,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094843,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4735,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094844,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4736,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094845,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4737,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094846,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4738,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094851,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4739,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094852,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4740,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094853,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4741,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094854,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4742,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094859,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4743,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094860,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4744,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094862,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4745,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094863,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4746,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094865,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4747,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094866,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4748,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094871,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4749,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094887,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4750,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094888,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4751,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094889,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4752,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094890,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4753,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094923,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4754,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094924,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4755,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094925,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4756,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094927,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4757,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094928,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4758,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094929,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4759,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094930,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4760,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094939,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4761,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094940,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4762,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094941,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4763,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094942,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4764,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094947,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4765,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094948,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4766,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094949,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4767,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094950,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4768,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094951,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4769,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094952,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4770,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094953,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4771,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094954,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4772,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094955,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4773,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094956,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4774,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094957,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
Ordem,Produto*,Empresa*,No de Série/ Lote*,"Quantidade Roubada/ Furtada/Extraviada*",No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade*,UF*
4775,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094958,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4776,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094959,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4777,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094960,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4778,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094961,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4779,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094962,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
4780,X-SMART PLUS,Dentsply Ind. E Com. Ltda,2100094963,1 unidade,1440,245/2021,01/02/2021,Pirassununga,SP
