5132,TOBRAMICINA SOL OFT 5ML,"LEGRAND PHARMA INDÚSTRIAFARMACÊUTICA LTDA",1L31771,3 FRASCO,,3,44,3438 / 2020 / 100425,21/05/2020,DROGARIA,-
5133,"TOBRANOM POM OFT X 3,5G ESTERIL","UNIÃO QUÍMICA FARMACÊUTICANACIONAL",1724802,1 CARTUCHO,5.405 CT,0 CT,150821,2020-056660467-001,19/11/2020,POUSO ALEGRE,MG
5134,"TOBRANOM POM OFT X 3,5G ESTERIL","UNIÃO QUIMICA FARMACEUTICANACIONAL S/A",1724802,1 CARTUCHO,5.405 CT,0 CT,150821,2020-056660467-001,19/11/2020,POUSO ALEGRE,MG
5135,TOBREX COL 5ML,"ALCON LABORATÓRIOS DO BRASILLTDA.",71167,1 CAIXAS,,1,44,3438 / 2020 / 100425,21/05/2020,DROGARIA,-
5136,TOFRANIL,"ASPEN PHARMA INDÚSTRIAFARMACÊUTICA LTDA.",1921510,100 UNIDADES,120.991,0,178789,42760544,10/07/2020,"PARQUE JACARAIPE, ASPEN PHARMA INDÚSTRIA DE",ES
5137,TOFRANIL,"ASPEN PHARMA INDÚSTRIAFARMACÊUTICA LTDA.",1921510,200 UNIDADES,120.991,0,174735,42760544,10/07/2020,"PARQUE JACARAIPE, ASPEN PHARMA INDÚSTRIA DE",ES
5138,TOFRANIL,"ASPEN PHARMA INDÚSTRIAFARMACÊUTICA LTDA.",1920298,18 UNIDADES,128.787,0,173393,42760544,10/07/2020,"PARQUE JACARAIPE, ASPEN PHARMA INDÚSTRIA DE",ES
5139,TOFRANIL,"ASPEN PHARMA INDÚSTRIAFARMACÊUTICA LTDA.",1920297,10 UNIDADES,138.150,0,171827,42760544,10/07/2020,"PARQUE JACARAIPE, ASPEN PHARMA INDÚSTRIA DE",ES
Ordem,Produto*,Empresa*,No Lote*,"Quantidade Roubada/ Furtada/Extraviada*","Quantidade Fabricada/Importada",Quantidade Estoque,No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade,UF
5140,TOFRANIL,"ASPEN PHARMA INDÚSTRIAFARMACÊUTICA LTDA.",1921510,100 UNIDADES,120.991,0,171416,42760544,10/07/2020,"PARQUE JACARAIPE, ASPEN PHARMA INDÚSTRIA DE",ES
5141,TOFRANIL,"ASPEN PHARMA INDÚSTRIAFARMACÊUTICA LTDA.",1920276,1 UNIDADE,133.188,0,168860,42760544,10/07/2020,"PARQUE JACARAIPE, ASPEN PHARMA INDÚSTRIA DE",ES
5142,TOFRANIL,"ASPEN PHARMA INDÚSTRIAFARMACÊUTICA LTDA.",1822674,100 UNIDADES,140.458,0,161212,42760544,10/07/2020,"PARQUE JACARAIPE, ASPEN PHARMA INDÚSTRIA DE",ES
5143,TOFRANIL,"ASPEN PHARMA INDÚSTRIAFARMACÊUTICA LTDA.",1822674,200 UNIDADES,140.458,0,162020,42760544,10/07/2020,"PARQUE JACARAIPE, ASPEN PHARMA INDÚSTRIA DE",ES
5144,TOFRANIL,"ASPEN PHARMA INDÚSTRIAFARMACÊUTICA LTDA.",1822625,2 UNIDADES,141.481,0,158984,42760544,10/07/2020,"PARQUE JACARAIPE, ASPEN PHARMA INDÚSTRIA DE",ES
5145,TOFRANIL,"ASPEN PHARMA INDÚSTRIAFARMACÊUTICA LTDA.",1733367,200 UNIDADES,138.697,0,146342,42760544,10/07/2020,"PARQUE JACARAIPE, ASPEN PHARMA INDÚSTRIA DE",ES
5146,TOFRANIL,"ASPEN PHARMA INDÚSTRIAFARMACÊUTICA LTDA.",1625172,1 UNIDADE,138.185,0,130517,42760544,10/07/2020,"PARQUE JACARAIPE, ASPEN PHARMA INDÚSTRIA DE",ES
5147,TOPAMAX 100MG CT 60CP OR,"JOHNSON & JOHNSON BR INDCOM P",JES0500,12 CARTUCHOS,1.915,0,NFO 278827 / NFD 989465,584/2020,14/11/2019,TRANSPORTE,-
5148,TOPAMAX 25MG CT 60CP OR,"JOHNSON & JOHNSON BR INDCOM P",IKS0700,24 UNIDADES,7.189,1.283,NFO 276569,3050/2019,23/09/2019,TRANSPORTE,-
5149,TOPAMAX 25MG CT 60CP OR,"JOHNSON & JOHNSON BR INDCOM P",JCS2U00,12 CARTUCHOS,4.018,12,NFO 278827 / NFD 989465,584/2020,14/11/2019,TRANSPORTE,-
5150,TOPCOID 5MG/G GEL X 40G,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL S/A",1943368,3 UN,11155 UN,25 UN,000217156-1,143/2020,10/01/2020,Capão Redondo,SP
5151,TOPCOID 5MG/G GEL X 40G,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL S/A",1943368,12 UN,11155 UN,25 UN,000217177-1,143/2020,10/01/2020,Capão Redondo,SP
5152,TOPCOID 5MG/G GEL X 40G,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL S/A",1943368,12 UN,11155 UN,25 UN,000217360-1,143/2020,10/01/2020,Capão Redondo,SP
5153,TOPCOID 5MG/G GEL X 40G,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL S/A",1943368,24 UN,11155 UN,25 UN,000218100-1,44/2020 e 49/2020 Complementar,11 e 14/01/2020,Brotas,SP
5154,TOPCOID 5MG/G GEL X 40G,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL S/A",1943368,4 UN,11155 UN,25 UN,000218133-1,44/2020 e 49/2020 Complementar,11 e 14/01/2020,Brotas,SP
5155,TOPCOID 5MG/G GEL X 40G,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL S/A",1943368,6 UN,11155 UN,25 UN,000218203-1,44/2020 e 49/2020 Complementar,11 e 14/01/2020,Brotas,SP
5156,TOPCOID 5MG/G GEL X 40G,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL S/A",2004087,5 UN,Não se aplica para Distribuidoras,0 UN,000236607-1,732/2020,20/03/2020,SÃO BERNARDO DO CAMPO,SP
5157,TOPCOID 5MG/G GEL X 40G,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL S/A",2007991,4 UN,Não se aplica para Distribuidoras,692 UN,000245216-1,1251,22/04/2020,Itanhaem,SP
5158,TOPCOID 5MG/G GEL X 40G,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL S/A",2007998,1 UN,Não se aplica para Distribuidoras,1 UN,000267128-1,535/2020,08/07/2020,Guarujá,SP
5159,TOPCOID 5MG/G GEL X 40G,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL S/A",2007996,3 UN,Não se aplica para Distribuidoras,0 UN,000263170-1,16073154,24/06/2020,Aparecida de Goiânia,GO
5160,TOPCOID 5MG/G GEL X 40G,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL",2012575,3,3044,0,159968,16078925,31/07/2020,SÃO PAULO,SP
5161,TOPCOID 5MG/G GEL X 40G,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL",2012575,3,3004,0,159974,16078925,31/07/2020,SÃO PAULO,SP
5162,TOPCOID 5MG/G GEL X 40G,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL",2012575,1,3004,0,160024,16078925,31/07/2020,SÃO PAULO,SP
5163,TOPCOID 5MG/G GEL X 40G,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL",2012575,12,3004,0,160064,16078925,31/07/2020,SÃO PAULO,SP
5164,TOPCOID 5MG/G GEL X 40G,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL",2012575,1,3004,0,160104,16078925,31/07/2020,SÃO PAULO,SP
5165,TOPCOID 5MG/G GEL X 40G,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL",2012575,2,3004,0,160175,16078925,31/07/2020,SÃO PAULO,SP
5166,TOPCOID 5MG/G GEL X 40G,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL",2017148,6 UN,Não se aplica para Distribuidoras,0 UN,000283481-1,16455213,01/09/2020,São Paulo,SP
5167,TOPCOID 5MG/G GEL X 40G,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL S/A",2012567,3 UN,"NÃO SE APLICA PARADISTRIBUIDORAS",0 UN,000273642-1,17099803,13/11/2020,GUARULHOS,SP
5168,TOPCOID 5MG/G GEL X 40G,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL S/A",2024598,8 UN,"NÃO SE APLICA PARADISTRIBUIDORAS",9 UN,000300049-1,4316/2020,03/11/2020,CAMPINAS,SP
5169,TOPCOID 5MG/G GEL X 40G,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL S/A",2024598,3 UN,"NÃO SE APLICA PARADISTRIBUIDORAS",9 UN,000300284-1,4316/2020,03/11/2020,CAMPINAS,SP
5170,TOPCOID 5MG/G GEL X 40G,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL S/A",2028791,2 UN,"NÃO SE APLICA PARADISTRIBUIDORAS",15 UN,000308491-1,7368/2020 e 7391/2020,28/11/2020,ITAQUAQUECETUBA,SP
5171,TOPCOID 5MG/G GEL X 40G,"UNIÃO QUÍMICA FARMACÊUTICANACIONAL S/A",2028791,10 UN,"NÃO SE APLICA PARADISTRIBUIDORAS",15 UN,000308459-1,7368/2020 e 7391/2020,28/11/2020,ITAQUAQUECETUBA,SP
5172,TOPIRAMATO (C1) 50MG C/60CPRV/SDZ,DISLAB - GO,JN2674,3UN,-,-,212316,5317/2019,11/12/2019,SÃO PAULO,SP
5173,TOPIRAMATO 25MG 60 CPR.,GERMED FARMA,1J5615,05 (CINCO) CAIXAS,-,-,72189,2020-025404819-001,12/02/2020,EMPRESA DE TRANSPORTES PAJUÇARA LTDA.,-
5174,TOPIRAMATO 50MG 60CPR,"ZYDUS NIKKHO FARMACÊUTICALTDA",M900913,1 CAIXAS,,1,45,3438 / 2020 / 100425,21/05/2020,DROGARIA,-
5175,TOPIRAMATO 50MG 60CPR,"ZYDUS NIKKHO FARMACÊUTICALTDA",M903380,1 CAIXAS,,1,45,3438 / 2020 / 100425,21/05/2020,DROGARIA,-
5176,TOPISON POM 20G,LIBBS FARMACEUTICA LTDA,19K0728,1,-,-,11300182,2114/2020,06/03/2020,GUARUJÁ,SP
5177,TORAGESIC,E.M.S,1L8479,12 CAIXAS,XXXX,XXXX,172751,918-00081/2020,21/02/2020,"AVENIDA PARIS, 00, BAIRRO BONSUCESSO,MUNICÍPIO: RIO DE JANEIRO",RJ
5178,TORAGESIC,E.M.S,1L8479,1 CAIXA,XXXX,XXXX,172756,918-00081/2020,21/02/2020,"AVENIDA PARIS, 00, BAIRRO BONSUCESSO,MUNICÍPIO: RIO DE JANEIRO",RJ
5179,TORAGESIC,E.M.S,1L8479,2 CAIXAS,XXXX,XXXX,172760,918-00081/2020,21/02/2020,"AVENIDA PARIS, 00, BAIRRO BONSUCESSO,MUNICÍPIO: RIO DE JANEIRO",RJ
5180,TORSILAX 30 CPR,NEO QUIMICA,B20H0283,7,NA,NA,84.717,2020-055419157-001,10/11/2020,"RUA JOSE ALVES DA SILVA, 69.  BAIRRO CAIÇARAS - BELOHORIZONTE/MG",MG
5181,TORSILAX DISPLAY 200 CPR 20 X 10,NEO QUIMICA,B20D0655,2,NA,NA,84.649,2020-055419157-001,10/11/2020,"RUA JOSE ALVES DA SILVA, 69.  BAIRRO CAIÇARAS - BELOHORIZONTE/MG",MG
5182,TORVAL CR 300 (1X10 TAB) BR,TORRENT DO BRASIL LTDA,CBY6E012PS,30 unidades,20622 unidades,0,44733,391179 / 2020 / 400010,23/11/2020,Porto Alegre,RS
5183,TORVAL CR 300 (1X10 TAB) BR,TORRENT DO BRASIL LTDA,CBY6E019PS,4 unidades,20934 unidades,8.930,46865,391179 / 2020 / 400010,23/11/2020,Porto Alegre,RS
5184,TRAMADOL HCL  50MG (A2) CAPS C/10 GEN,LABORATÓRIO TEUTO BRASILEIRO,2114264,25815 CAIXAS,84.707,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
5185,TRAMADOL HCL  50MG (A2) CAPS C/10 GEN,LABORATÓRIO TEUTO BRASILEIRO,2114231,3 CAIXAS,29.412,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
Ordem,Produto*,Empresa*,No Lote*,"Quantidade Roubada/ Furtada/Extraviada*","Quantidade Fabricada/Importada",Quantidade Estoque,No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade,UF
5186,TRAMADOL HCL  50MG (A2) CAPS C/10 GEN,LABORATÓRIO TEUTO BRASILEIRO,2114241,217 CAIXAS,88.847,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
5187,TRAMADOL HCL  50MG (A2) CAPS C/10 GEN,LABORATÓRIO TEUTO BRASILEIRO,2114242,3 CAIXAS,84.609,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
5188,TRAMADOL HCL  50MG (A2) CAPS C/10 GEN,LABORATÓRIO TEUTO BRASILEIRO,2114245,2 CAIXAS,85.266,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
5189,TRAMADOL HCL  50MG (A2) CAPS C/10 GEN,LABORATÓRIO TEUTO BRASILEIRO,2114246,2 CAIXAS,86.974,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
5190,TRAMADOL HCL  50MG (A2) CAPS C/10 GEN,LABORATÓRIO TEUTO BRASILEIRO,2114253,1 CAIXA,49.567,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
5191,TRAMADOL HCL  50MG (A2) CAPS C/10 GEN,LABORATÓRIO TEUTO BRASILEIRO,2114254,41 CAIXAS,37.414,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
5192,TRAMADOL HCL  50MG (A2) CAPS C/10 GEN,LABORATÓRIO TEUTO BRASILEIRO,2114256,10 CAIXAS,67.559,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
5193,TRAMADOL HCL  50MG (A2) CAPS C/10 GEN,LABORATÓRIO TEUTO BRASILEIRO,2114257,1 CAIXA,19.335,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
5194,TRAMADOL HCL  50MG (A2) CAPS C/10 GEN,LABORATÓRIO TEUTO BRASILEIRO,2114261,5 CAIXAS,83.774,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
5195,TRAMADOL HCL  50MG (A2) CAPS C/10 GEN,LABORATÓRIO TEUTO BRASILEIRO,2114262,29 CAIXAS,86.137,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
5196,TRAMADOL HCL  50MG (A2) CAPS C/10 GEN,LABORATÓRIO TEUTO BRASILEIRO,2114265,7200 CAIXAS,88.644,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
5197,TRAMADOL HCL 50MG (A2) CAPS C/10 GEN,LABORATÓRIO TEUTO,2114254,1500 CAIXAS,37414,1546,674040,20200530142832400,30/05/2020,SANTO ANTONIO DO DESCOBERTO,GO
5198,TRAMAL,GRUNENTHAL,00355P,30 CAIXAS,XXXX,XXXX,172748,918-00081/2020,21/02/2020,"AVENIDA PARIS, 00, BAIRRO BONSUCESSO,MUNICÍPIO: RIO DE JANEIRO",RJ
5199,"TRAVOPROSTA 0,04MG/ML SOL OFT 2,5ML GEN PE",LABORATÓRIO TEUTO,7371015,300 caixas,10394,442,673973,20200530142832400,30/05/2020,SANTO ANTONIO DO DESCOBERTO,GO
5200,"TRAVOPROSTA 0,04MG/ML SOL OFT 2,5ML GEN PE",LABORATÓRIO TEUTO BRASILEIRO,7371018,2300 CAIXAS,11.657,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
5201,TRAZODONA 50MG 60CP,TORRENT DO BRASIL LTDA,BDR7F007,1 CAIXAS,,1,47,3438 / 2020 / 100425,21/05/2020,DROGARIA,-
5202,TREBYXAN 100MG/5ML,"DISTRIBUIDORA DEMEDICAMENTOS PAULO LIMA",1121224,35 FRASCOS,135 FRASCOS,16 FRASCOS,86692,202010261695173,16/10/2020,"RUA FREDERICO MENTZ, 1995 PORTO ALEGRE",RS
5203,TREMFYA 100 MG C 1 SER+DISP SEG,"JANSSEN-CILAG FARMACÊUTICALTDA",JGS2F.BA,6,N/A,0,954,1215/2020,24/07/2020,"Rodovia Presidente Dutra, após pedagio de Guararema",-
5204,TREMFYA 1X100MG USAFEPL. BRASIL,"JANSSEN CILAG FARMACÊUTICALTDA",JAS1K.AJ,4 CARTUCHOS,469 CT,13,217649,843/2020,20/05/2020,TRANSPORTE,-
5205,TRESIBA FLEXTOUCH 100U 1X3 ML,"NOVO NORDISK FARMACEUTICADO BRASIL LTDA",JP53322,305 cartuchos,42.670,0,000142989,1591/2020,04/04/2020,Araras,SP
5206,TRESIBA FLEXTOUCH 100U 1X3 ML,"NOVO NORDISK FARMACEUTICADO BRASIL LTDA",JP53322,391 cartuchos,42.670,0,000142990,1591/2020,04/04/2020,Araras,SP
5207,TRESIBA FLEXTOUCH 1OOU 1X3 ML,"NOVO NORDISK FARMACÊUTICADO BRASIL LTDA",KP52804,03 cartuchos (unidades),9.573,5.195,4775,"962/2020, Dependência: 07o D. P,",09/12/2020,"Rodovia Anhaguera, 13 Jacaragua - Osasco",SP
5208,TRESIBA FLEXTOUCH 1OOU 1X3 ML,"NOVO NORDISK FARMACEUTICADO BRASIL LTDA",KP52535,348 cartuchos (unidades),,,3932,"1342/2020, Dependência: Del. Pol.",04/12/2020,"Rodovia BR 116, 330 Palestina Senhorinhas - Juquitiba",SP
5209,TRIANCINOLONA ACET POM 10G,PRATI DONADUZZI & CIA LTDA,19K44E,20,-,-,000139076-1,20E2141000365,31/01/2020,MORENO,PE
5210,TRIANCINOLONA ACET POM 10G,"PRATI, DONADUZZI E CIA LTDA",20A191,6,6,0,422264,2020-016912409-001,08/04/2020,Belo Horizonte,MG
5211,TRIANCINOLONA ACET POM 10G,"PRATI, DONADUZZI E CIA LTDA",20A191,6,6,0,422268,2020-016912409-001,08/04/2020,Belo Horizonte,MG
5212,TRIANCINOLONA ACET POM 10G,"PRATI, DONADUZZI E CIA LTDA",20B88I,12,12,0,430122,2020-021358323-001,05/05/2020,Belo Horizonte,MG
5213,TRIANCINOLONA ACET POM 10G,"PRATI, DONADUZZI E CIA LTDA",20B881,2,2,0,430315,2020-021358323-001,05/05/2020,Belo Horizonte,MG
5214,TRIANCINOLONA ACET POM 10G,"PRATI, DONADUZZI E CIA LTDA",20B881,1 unidades,1,1,314247,-,01/05/2020,-,PR
5215,TRIANCINOLONA ACET POM 10G,"PRATI, DONADUZZI E CIA LTDA",20B881,6 unidades,6,6,315847,-,06/05/2020,-,PR
5216,TRIANCINOLONA ACET POM 10G,"PRATI, DONADUZZI E CIA LTDA",20B882,8 UNIDADES,8,8,318343,-,-,-,PR
5217,Trileptal,Novartis Biociências S/A,1906596,160 unidades,-,-,"136032150264",2585/2020/983003,07/02/2020,Porto Alegre,RS
5218,Trileptal,Novartis Biociências S/A,1920329,100 unidades,-,-,163058,2585/2020/983003,07/02/2020,Porto Alegre,RS
5219,TRIMEBUTINA 200MG 60 CAPS,EUROFARMA,652671,1,NA,NA,84.623,2020-055419157-001,10/11/2020,"RUA JOSE ALVES DA SILVA, 69.  BAIRRO CAIÇARAS - BELOHORIZONTE/MG",MG
5220,TRISK (DAPTOMICINA) 500MG,Eurofarma Laboratórios S.A.,669059A,2 cartuchos,2540,1520,1762307,034-10457/2020,17/09/2020,"R SILVA CARDOSO, 689 Bairro - Bangu CEP- 21810-031",RJ
5221,TRISORB OFT 15 ML,ALCON,71360,1,0,0,880885,182/2020-0,09/01/2020,BRASÍLIA,DF
5222,TROPINAL CX C/20 COMP,EMS S A,1K5863,2,-,-,11306869,2114/2020,06/03/2020,GUARUJÁ,SP
5223,TRULICITY 1.5MG/0.5ML X2 BL,Eli Lilly do Brasil,D203692,24,45956,0,331269,1254/2020 - 02° D.P. Barueri,25/05/2020,"Avenida Ceci, 1900 - Jd Mutinga, Barueri",
5224,"TUA D SUPL ALIMENTAR VIT D3  2.000 UI CAPS MOLEC/ 30",LABORATÓRIO TEUTO BRASILEIRO,44830001,840 CAIXAS,"PRODUTO TERCEIRO (APENASDISTRIBUIÇÃO)",0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
5225,TYLEMAX,DIMASTER,8936A,200 FRASCOS,NÃO FABRICAMOS,ZERO,217296,330452/2020/400010,DESCONHECIDA,DESCONHECIDO,-
5226,TYLENOL,JANSSEN,AM3656,4 CAIXAS,XXXX,XXXX,172797,918-00081/2020,21/02/2020,"AVENIDA PARIS, 00, BAIRRO BONSUCESSO,MUNICÍPIO: RIO DE JANEIRO",RJ
5227,TYLENOL 500MG 24CART C/ 20CP,"JANSSEN-CILAG FARMACÊUTICALTDA",0AM8460,"1,00",780,0,988174,20E0125000140,08/03/2020,BR 101 SÃO MIGUEL DOS CAMPOS,AL
5228,TYLENOL 750MG 100CP,"JANSSEN-CILAG FARMACÊUTICALTDA",0AM8574,"30,00",2.076,17,34639,20E0125000140,08/03/2020,BR 101 SÃO MIGUEL DOS CAMPOS,AL
5229,TYLENOL 750MG 36CART C/ 20CP,"JANSSEN CILAG FARMACEUTICALTDA",0AN6935,34,1.732,1.682,224576,48801/2020,16/09/2020,"RODOVIA BR 101, KM 41, MUNICIPIO DE FLEXEIRAS/AL",AL
5230,TYLENOL CAPLETS 500MG 3CART C/ 100CP,"JANSSEN-CILAG FARMACÊUTICALTDA",0AL7269,"1,00",1.301,1,988174,20E0125000140,08/03/2020,BR 101 SÃO MIGUEL DOS CAMPOS,AL
5231,TYLENOL DC 100CP,"JANSSEN CILAG FARMACEUTICALTDA",0AN5085,87,795,355,224577,48801/2020,16/09/2020,"RODOVIA BR 101, KM 41, MUNICIPIO DE FLEXEIRAS/AL",AL
Ordem,Produto*,Empresa*,No Lote*,"Quantidade Roubada/ Furtada/Extraviada*","Quantidade Fabricada/Importada",Quantidade Estoque,No Nota Fiscal*,No Boletim de Ocorrência*,Data do roubo ou extravio*,Cidade,UF
5232,TYLENOL SINUS,JANSSEN-CILAG,0AM6725,48,20.064,1.272,206463,13886992,30/01/2020,CD GOIÂNIA,GO
5233,TYLENOL SINUS,BRASIL INDÚSTRIA E COMÉRCIO,OAM6725,48  UNIDADES,20.064 UNIDADES,1.272 UNIDADES,606463,13886992,30/01/2020,GOIÂNIA,GO
5234,TYLENOL SINUS 24CP,"JANSSEN-CILAG FARMACÊUTICALTDA",0AM6154,"0,04",821,0,908818,20E0125000140,08/03/2020,BR 101 SÃO MIGUEL DOS CAMPOS,AL
5235,TYLENOL SINUS 24CP,"JANSSEN CILAG FARMACEUTICALTDA",0AN7437,202,816,614,224579,48801/2020,16/09/2020,"RODOVIA BR 101, KM 41, MUNICIPIO DE FLEXEIRAS/AL",AL
5236,TYLENOL* 200MG GTS 40FRX15ML,"JANSSEN-CILAG FARMACÊUTICALTDA",0AM8249,"0,16",3.343,0,988174,20E0125000140,08/03/2020,BR 101 SÃO MIGUEL DOS CAMPOS,AL
5237,TYLENOL* BEBE GOTAS SUSP 36FRX15ML,"JANSSEN-CILAG FARMACÊUTICALTDA",0AM7567,"0,03",3.896,7,908818,20E0125000140,08/03/2020,BR 101 SÃO MIGUEL DOS CAMPOS,AL
5238,TYLENOL* BEBE GOTAS SUSP 36FRX15ML,"JANSSEN-CILAG FARMACÊUTICALTDA",0AM7567,"0,50",3.896,7,894436,20E0125000140,08/03/2020,BR 101 SÃO MIGUEL DOS CAMPOS,AL
5239,TYLENOL* BEBE GOTAS SUSP 36FRX15ML,"JANSSEN-CILAG FARMACÊUTICALTDA",0AM7239,"0,08",411,3,355467,20E0125000140,08/03/2020,BR 101 SÃO MIGUEL DOS CAMPOS,AL
5240,TYLENOL* BEBE GOTAS SUSP 36FRX15ML,"JANSSEN-CILAG FARMACÊUTICALTDA",0AM6456,"0,19",3.822,29,38094,20E0125000140,08/03/2020,BR 101 SÃO MIGUEL DOS CAMPOS,AL
5241,TYLENOL*CRIANCA LIQ SUSPENSAO  36X60ML,"JANSSEN-CILAG FARMACÊUTICALTDA",0AM5336,"0,06",969,2,485604,20E0125000140,08/03/2020,BR 101 SÃO MIGUEL DOS CAMPOS,AL
5242,Tylex 30 mg 24 cp OR PVC opaco,"JOHNSON & JOHNSON BR IND COMP",AM4204,32 CARTUCHOS,40.768 CDA,0,279684,10aDT P LIMA-BO-20-03653,15/04/2020,TRANSPORTE,-
5243,TYLEX 30 MG 36 CP OR PVC OPACO,"JOHNSON & JOHNSON BR INDCOM P",AM2220,96 UNIDADES,17.880,0,NFO 276569,3050/2019,23/09/2019,TRANSPORTE,-
5244,TYLEX 30MG 12CP OR,"JOHNSON & JOHNSON BR INDCOM P",AN3499,126 CARTUCHOS,26.467  CDA,0,286667,16160914,14/07/2020,TRANSPORTE,-
5245,TYLEX 30MG C/12 CPR OR,ELFA MEDICAMENTOS S.A.,AN6132,17 CAIXA,-,357,N°.000205237,229/220,19/08/2020,"RODOVIA BR 050 , 1 UBERABA",MG
5246,TYLEX 30MG C/12 CPR OR,ELFA MEDICAMENTOS S.A.,AN6132,17 CAIXA,-,357,N°.000205240,229/220,19/08/2020,"RODOVIA BR 050 , 1 UBERABA",MG
5247,TYLEX 30MG C/12 CPR OR,ELFA MEDICAMENTOS S.A.,AN6132,17 CAIXA,-,357,N°.000205278,229/220,19/08/2020,"RODOVIA BR 050 , 1 UBERABA",MG
5248,TYLEX 30MG C/12 CPR OR,"JANSSEN-CILAG FARMACEUTICALTDA",AN6132,17 CAIXAS,26.712,12.395,N°.000205237,229/220,19/08/2020,TRANSPORTE,-
5249,TYLEX 30MG C/12 CPR OR,"JANSSEN-CILAG FARMACEUTICALTDA",AN6132,17 CAIXAS,26.712,12.395,N°.000205240,229/220,19/08/2020,TRANSPORTE,-
5250,TYLEX 30MG C/12 CPR OR,"JANSSEN-CILAG FARMACEUTICALTDA",AN6132,17 CAIXAS,26.712,12.395,N°.000205278,229/220,19/08/2020,TRANSPORTE,-
5251,"TYLEX 7,5 MG CT C/12 CP OR","JOHNSON & JOHNSON BR INDCOM P",AM0166,64 UNIDADES,13.216,0,NFO 274693,3050/2019,09/09/2019,TRANSPORTE,-
5252,TYLIDOL 750MG COMP C/ 200 (20 BL C/10),LABORATÓRIO TEUTO BRASILEIRO,7130095,30 CAIXAS,1.998,0,NA,836/2020,19/09/2020,CALAN EMPRE. IMOBILIÁRIO SP LTDA,SP
5253,TYLIX 30MG 12CP OR,"JOHNSON & JOHNSON BR IND COMP",AM6156,252 CARTUCHOS,52.920 COA,0,279684,10aDT P LIMA-BO-20-03653,15/04/2020,TRANSPORTE,-
5254,ULTRACET 37.5MG C/10CP OR,"JOHNSON & JOHNSON BR IND COMP",AL9452,48 CARTUCHOS,26.400 CDA,0,279684,10aDT P LIMA-BO-20-03653,15/04/2020,TRANSPORTE,-
5255,ULTRACET 37.5MG C/20 CP OR,"JOHNSON & JOHNSON BR INDCOM P",AL8162,24 UNIDADES,13.056,0,NFO 271596,3050/2019,18/06/2019,TRANSPORTE,-
5256,UMIDITÁ GESTANTE,LIBBS FARMACÊUTICA,19060264,90,304.749,4.349,000162578,41148573,14/12/2019,ESPIRITO SANTO,-
5257,"UMMA 20MG/G CR BG 6,5G + APL 5G",COSMED IND COSM MED S/A,B20A0617,120,21.478,0,706724,20E0180000763,11/03/2020,"BR-232, VIA LOCAL. MUNICÍPIO DE POMBOS -PERNAMBUCO - PE",PE
